,0_ID,1_TIME,BID_P_1,BID_V_1,BID_P_2,BID_V_2,BID_P_3,BID_V_3,BID_P_4,BID_V_4,BID_P_5,BID_V_5,BID_P_6,BID_V_6,BID_P_7,BID_V_7,BID_P_8,BID_V_8,BID_P_9,BID_V_9,BID_P_10,BID_V_10,ASK_P_1,ASK_V_1,ASK_P_2,ASK_V_2,ASK_P_3,ASK_V_3,ASK_P_4,ASK_V_4,ASK_P_5,ASK_V_5,ASK_P_6,ASK_V_6,ASK_P_7,ASK_V_7,ASK_P_8,ASK_V_8,ASK_P_9,ASK_V_9,ASK_P_10,ASK_V_10,Y
30,COFFEE,1970.01.01 01:21:29.010215,128694,40,128693,150,128692,107,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,90,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
31,COFFEE,1970.01.01 01:21:29.011503,128694,41,128693,150,128692,107,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,90,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
32,COFFEE,1970.01.01 01:21:29.013152,128694,42,128693,150,128692,107,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,90,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
33,COFFEE,1970.01.01 01:21:29.014748,128694,42,128693,150,128692,108,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,90,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
34,COFFEE,1970.01.01 01:21:29.014768,128694,42,128693,150,128692,108,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,91,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
35,COFFEE,1970.01.01 01:21:29.014826,128694,41,128693,150,128692,108,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,91,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
36,COFFEE,1970.01.01 01:21:29.018986,128694,40,128693,150,128692,108,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,91,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
37,COFFEE,1970.01.01 01:21:29.019168,128694,40,128693,151,128692,108,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,97,128696,92,128697,87,128698,91,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
38,COFFEE,1970.01.01 01:21:29.020495,128694,40,128693,151,128692,108,128691,123,128690,45,128689,108,128688,88,128687,204,128686,84,128685,143,128695,99,128696,92,128697,87,128698,91,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
39,COFFEE,1970.01.01 01:21:29.023132,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,204,128686,84,128685,143,128695,99,128696,92,128697,87,128698,91,128699,167,128700,88.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
40,COFFEE,1970.01.01 01:21:29.023152,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,204,128686,84,128685,143,128695,99,128696,92,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
41,COFFEE,1970.01.01 01:21:29.026061,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,204,128686,84,128685,143,128695,99,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
42,COFFEE,1970.01.01 01:21:29.031510,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,99,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,155.0,128704.0,213.0,
43,COFFEE,1970.01.01 01:21:29.031530,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,99,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,156.0,128704.0,213.0,
44,COFFEE,1970.01.01 01:21:29.035877,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,98,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,156.0,128704.0,213.0,
45,COFFEE,1970.01.01 01:21:29.035955,128694,40,128693,151,128692,108,128691,123,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,96,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,156.0,128704.0,213.0,
46,COFFEE,1970.01.01 01:21:29.038789,128694,40,128693,151,128692,107,128691,124,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,96,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,156.0,128704.0,213.0,
47,COFFEE,1970.01.01 01:21:29.039398,128694,40,128693,151,128692,107,128691,124,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,94,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,156.0,128704.0,213.0,
49,COFFEE,1970.01.01 01:21:29.064554,128694,40,128693,151,128692,107,128691,124,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,94,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,166.0,128704.0,213.0,
53,COFFEE,1970.01.01 01:21:29.069529,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,94,128696,98,128697,87,128698,91,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,166.0,128704.0,213.0,
54,COFFEE,1970.01.01 01:21:29.069549,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,94,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,166.0,128704.0,213.0,
59,COFFEE,1970.01.01 01:21:29.069860,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,93,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,166.0,128704.0,213.0,
68,COFFEE,1970.01.01 01:21:29.070396,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,92,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
71,COFFEE,1970.01.01 01:21:29.071949,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,78,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
75,COFFEE,1970.01.01 01:21:29.075872,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,72,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
78,COFFEE,1970.01.01 01:21:29.076950,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,70,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
82,COFFEE,1970.01.01 01:21:29.081118,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,65,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
92,COFFEE,1970.01.01 01:21:29.088298,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,64,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
95,COFFEE,1970.01.01 01:21:29.089731,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,63,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
99,COFFEE,1970.01.01 01:21:29.099384,128694,40,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,60,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
100,COFFEE,1970.01.01 01:21:29.099482,128694,39,128693,151,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,60,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
101,COFFEE,1970.01.01 01:21:29.099750,128694,39,128693,152,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,60,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
106,COFFEE,1970.01.01 01:21:29.102989,128694,39,128693,152,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,59,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
107,COFFEE,1970.01.01 01:21:29.106823,128694,39,128693,152,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,57,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
112,COFFEE,1970.01.01 01:21:29.110745,128694,40,128693,152,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,57,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
120,COFFEE,1970.01.01 01:21:29.116869,128694,40,128693,152,128692,107,128691,125,128690,46,128689,108,128688,88,128687,205,128686,84,128685,143,128695,55,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
123,COFFEE,1970.01.01 01:21:29.119818,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,55,128696,98,128697,87,128698,92,128699,167,128700,89.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
124,COFFEE,1970.01.01 01:21:29.119838,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,55,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,171.0,128704.0,213.0,
125,COFFEE,1970.01.01 01:21:29.120269,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,55,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
134,COFFEE,1970.01.01 01:21:29.127018,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,54,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
135,COFFEE,1970.01.01 01:21:29.128017,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,49,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
136,COFFEE,1970.01.01 01:21:29.128152,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,49,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
144,COFFEE,1970.01.01 01:21:29.137315,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,48,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
148,COFFEE,1970.01.01 01:21:29.145896,128694,42,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,48,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
153,COFFEE,1970.01.01 01:21:29.147121,128694,42,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,47,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,176.0,128704.0,213.0,
154,COFFEE,1970.01.01 01:21:29.148416,128694,42,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,47,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
155,COFFEE,1970.01.01 01:21:29.151890,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,47,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
167,COFFEE,1970.01.01 01:21:29.154780,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,46,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
169,COFFEE,1970.01.01 01:21:29.156989,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,45,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
172,COFFEE,1970.01.01 01:21:29.167130,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,41,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
173,COFFEE,1970.01.01 01:21:29.168668,128694,39,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,41,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
176,COFFEE,1970.01.01 01:21:29.177164,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,41,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
179,COFFEE,1970.01.01 01:21:29.178125,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,41,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
180,COFFEE,1970.01.01 01:21:29.178251,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,84,128685,143,128695,40,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
181,COFFEE,1970.01.01 01:21:29.178516,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,40,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,177.0,128704.0,213.0,
182,COFFEE,1970.01.01 01:21:29.178536,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,40,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
183,COFFEE,1970.01.01 01:21:29.179463,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,40,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
184,COFFEE,1970.01.01 01:21:29.190721,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,39,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
188,COFFEE,1970.01.01 01:21:29.212791,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,38,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
189,COFFEE,1970.01.01 01:21:29.218914,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,37,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
190,COFFEE,1970.01.01 01:21:29.224377,128694,41,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,35,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
191,COFFEE,1970.01.01 01:21:29.227016,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,35,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
200,COFFEE,1970.01.01 01:21:29.248317,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,34,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
202,COFFEE,1970.01.01 01:21:29.254669,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,33,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
205,COFFEE,1970.01.01 01:21:29.269920,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,32,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
208,COFFEE,1970.01.01 01:21:29.275536,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,31,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
211,COFFEE,1970.01.01 01:21:29.278676,128694,40,128693,152,128692,107,128691,125,128690,46,128689,109,128688,88,128687,205,128686,85,128685,143,128695,29,128696,98,128697,87,128698,92,128699,167,128700,90.0,128701.0,112.0,128702.0,192.0,128703.0,178.0,128704.0,213.0,
