,0_ID,1_TIME,BID_P_1,BID_V_1,BID_P_2,BID_V_2,BID_P_3,BID_V_3,BID_P_4,BID_V_4,BID_P_5,BID_V_5,BID_P_6,BID_V_6,BID_P_7,BID_V_7,BID_P_8,BID_V_8,BID_P_9,BID_V_9,BID_P_10,BID_V_10,ASK_P_1,ASK_V_1,ASK_P_2,ASK_V_2,ASK_P_3,ASK_V_3,ASK_P_4,ASK_V_4,ASK_P_5,ASK_V_5,ASK_P_6,ASK_V_6,ASK_P_7,ASK_V_7,ASK_P_8,ASK_V_8,ASK_P_9,ASK_V_9,ASK_P_10,ASK_V_10,Y
60,TEA,1970.01.01 01:21:29.069883,2419,24,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2421,6,2422,21,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.41875235563941454
61,TEA,1970.01.01 01:21:29.070074,2419,24,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,1,2421,6,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.41875235563941454
62,TEA,1970.01.01 01:21:29.070107,2419,24,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,1,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.42076769665159336
63,TEA,1970.01.01 01:21:29.070205,2419,23,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,1,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.4227136958828158
64,TEA,1970.01.01 01:21:29.070225,2419,22,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,1,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.4245913067619566
65,TEA,1970.01.01 01:21:29.070302,2419,22,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4264014327112845
66,TEA,1970.01.01 01:21:29.070342,2419,21,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4304977152417083
67,TEA,1970.01.01 01:21:29.070362,2419,20,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.43449727132390575
69,TEA,1970.01.01 01:21:29.070875,2419,19,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.43632417750892055
70,TEA,1970.01.01 01:21:29.071892,2419,18,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4380858271152425
72,TEA,1970.01.01 01:21:29.072383,2419,17,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4397830043432217
73,TEA,1970.01.01 01:21:29.074149,2419,16,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.44141645285212
74,TEA,1970.01.01 01:21:29.074842,2419,15,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4429868776131405
76,TEA,1970.01.01 01:21:29.076392,2419,14,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.44449494662574623
77,TEA,1970.01.01 01:21:29.076926,2419,13,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4459412925079986
79,TEA,1970.01.01 01:21:29.077233,2419,12,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4473265139705868
80,TEA,1970.01.01 01:21:29.078862,2419,11,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.44865117718328185
81,TEA,1970.01.01 01:21:29.079451,2419,10,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4499158170417055
83,TEA,1970.01.01 01:21:29.081176,2419,9,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4511209383415496
84,TEA,1970.01.01 01:21:29.081850,2419,8,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4522670168667054
85,TEA,1970.01.01 01:21:29.082379,2419,7,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4533545003971519
86,TEA,1970.01.01 01:21:29.083440,2419,6,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4543838096419012
87,TEA,1970.01.01 01:21:29.084296,2419,5,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4553553391018026
88,TEA,1970.01.01 01:21:29.085882,2419,4,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4562694578665567
89,TEA,1970.01.01 01:21:29.086121,2419,3,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4571265103498805
90,TEA,1970.01.01 01:21:29.086543,2419,2,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4579268169663915
91,TEA,1970.01.01 01:21:29.088152,2419,1,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4586706747534406
93,TEA,1970.01.01 01:21:29.088677,2418,11,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4593583579408084
94,TEA,1970.01.01 01:21:29.089089,2418,10,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4550502247781568
96,TEA,1970.01.01 01:21:29.090524,2418,9,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4550502247781568
97,TEA,1970.01.01 01:21:29.091575,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2408,34,2420,17,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,24.0,2429.0,1.0,0.4550502247781568
98,TEA,1970.01.01 01:21:29.094629,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2408,34,2420,1,2421,5,2422,21,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.4395532626508044
102,TEA,1970.01.01 01:21:29.101258,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2408,34,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.4229525846814763
103,TEA,1970.01.01 01:21:29.101453,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.4051125295716909
104,TEA,1970.01.01 01:21:29.101515,2418,2,2417,9,2416,12,2415,9,2414,57,2413,4,2412,29,2411,34,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3988303606365011
105,TEA,1970.01.01 01:21:29.101730,2418,2,2417,12,2416,12,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3921901723818233
108,TEA,1970.01.01 01:21:29.109546,2418,2,2417,12,2416,12,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3851734490567885
109,TEA,1970.01.01 01:21:29.109683,2418,2,2417,12,2416,12,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3848126922029793
110,TEA,1970.01.01 01:21:29.109782,2418,2,2417,9,2416,12,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3772575146009501
111,TEA,1970.01.01 01:21:29.109802,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3692744729374652
113,TEA,1970.01.01 01:21:29.111229,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3616390856674777
114,TEA,1970.01.01 01:21:29.111388,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3616390856674777
115,TEA,1970.01.01 01:21:29.111596,2418,2,2417,12,2416,9,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2420,1,2421,5,2422,5,2423,6,2424,32,2425,24.0,2426.0,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,0.3537676004823925
116,TEA,1970.01.01 01:21:29.112790,2418,2,2417,12,2416,9,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
117,TEA,1970.01.01 01:21:29.112955,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,29,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
118,TEA,1970.01.01 01:21:29.113369,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
119,TEA,1970.01.01 01:21:29.116406,2419,4,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
121,TEA,1970.01.01 01:21:29.116979,2419,3,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
122,TEA,1970.01.01 01:21:29.118338,2419,2,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
126,TEA,1970.01.01 01:21:29.120363,2419,1,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
127,TEA,1970.01.01 01:21:29.120886,2419,3,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
128,TEA,1970.01.01 01:21:29.122347,2419,2,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
129,TEA,1970.01.01 01:21:29.122851,2419,1,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
130,TEA,1970.01.01 01:21:29.124165,2419,4,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.34465617474140386
131,TEA,1970.01.01 01:21:29.124649,2419,3,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
132,TEA,1970.01.01 01:21:29.125973,2419,4,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
133,TEA,1970.01.01 01:21:29.126697,2419,3,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
137,TEA,1970.01.01 01:21:29.129047,2419,2,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
138,TEA,1970.01.01 01:21:29.129596,2419,1,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3456438875045008
139,TEA,1970.01.01 01:21:29.130998,2419,4,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3465559263676855
140,TEA,1970.01.01 01:21:29.131117,2419,3,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3465559263676855
141,TEA,1970.01.01 01:21:29.133271,2419,2,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3699235520253771
142,TEA,1970.01.01 01:21:29.135380,2419,1,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.3913199626022642
143,TEA,1970.01.01 01:21:29.135906,2418,2,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.4110530944591726
145,TEA,1970.01.01 01:21:29.137639,2418,1,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.42932293418597656
146,TEA,1970.01.01 01:21:29.142654,2418,5,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.4631905164674866
147,TEA,1970.01.01 01:21:29.142877,2418,5,2417,12,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,24,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.4942855266121354
149,TEA,1970.01.01 01:21:29.146425,2418,5,2417,12,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,21,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.5231026320298088
150,TEA,1970.01.01 01:21:29.146791,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2408,34,2421,5,2422,5,2423,6,2424,32,2425,21,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.5500000000002266
151,TEA,1970.01.01 01:21:29.146811,2417,9,2416,9,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2408,34,2421,5,2422,5,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.5714371391856841
152,TEA,1970.01.01 01:21:29.146981,2417,9,2416,12,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2408,34,2421,5,2422,5,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.5919280259281221
156,TEA,1970.01.01 01:21:29.152458,2419,4,2417,9,2416,12,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2409,29,2421,5,2422,5,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.6115677816199803
157,TEA,1970.01.01 01:21:29.152627,2419,4,2418,1,2417,9,2416,12,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.6328347319643095
158,TEA,1970.01.01 01:21:29.152648,2419,4,2418,1,2417,10,2416,12,2415,9,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.6527912098343658
159,TEA,1970.01.01 01:21:29.152673,2419,4,2418,1,2417,10,2416,12,2415,10,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,5,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.6715540547756453
160,TEA,1970.01.01 01:21:29.152693,2419,4,2418,1,2417,10,2416,12,2415,10,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,6,2423,6,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.6892207574689883
161,TEA,1970.01.01 01:21:29.152737,2419,4,2418,1,2417,10,2416,12,2415,10,2414,57,2413,4,2412,13,2411,31,2410,26,2421,5,2422,6,2423,7,2424,32,2425,15,2426,27.0,2427.0,16.0,2428.0,40.0,2429.0,1.0,2430.0,42.0,0.7058736259122883
